,Boro,DCP_Boro,PUMA_ID,CD_Label,CD_Name,Pop16plE,Pop16plM,Pop16plP,LFE,LFM,LFP,LFZ,CvLFE,CvLFM,CvLFP,CvEm16plE,CvEm16plM,CvEm16plP,CvLFUEmE,CvLFUEmM,CvLFUEmP,CvLFUEmZ,LFArmdFE,LFArmdFM,LFArmdFP,LFArmdFZ,NLFE,NLFM,NLFP,NLFZ,CvLFE.1,CvLFM.1,CvLFP.1,CvLFZ.1,PctUEmP,PctUEmZ,F16plE,F16plM,F16plP,F16plLFE,F16plLFM,F16plLFP,F16plLFZ,F16plCvLFE,F16plCvLFM,F16plCvLFP,F16plCvLFZ,F16plCLFEE,F16plCLFEM,F16plCLFEP,F16plCLFEZ,OChU6E,OChU6M,OChU6P,OChU6Z,OChU6PLFE,OChU6PLFM,OChU6PLFP,OChU6PLFZ,OCh6t17E,OCh6t17M,OCh6t17P,OCh6t17Z,OC6t17PLFE,OC6t17PLFM,OC6t17PLFP,OC6t17PLFZ,Wrkr16plE,Wrkr16plM,Wrkr16plP,Wrkr16plZ,CW_DrvAlnE,CW_DrvAlnM,CW_DrvAlnP,CW_DrvAlnZ,CW_CrpldE,CW_CrpldM,CW_CrpldP,CW_CrpldZ,CW_PbTrnsE,CW_PbTrnsM,CW_PbTrnsP,CW_PbTrnsZ,CW_WlkdE,CW_WlkdM,CW_WlkdP,CW_WlkdZ,CW_OthE,CW_OthM,CW_OthP,CW_OthZ,CW_WrkdHmE,CW_WrkdHmM,CW_WrkdHmP,CW_WrkdHmZ,MnTrvTmE,MnTrvTmM,CvEm16plE.1,CvEm16plM.1,CvEm16plP.1,CvEm16plZ.1,MgBSciArtE,MgBSciArtM,MgBSciArtP,MgBSciArtZ,SrvcE,SrvcM,SrvcP,SrvcZ,SalesOffE,SalesOffM,SalesOffP,SalesOffZ,NRCnstMntE,NRCnstMntM,NRCnstMntP,NRCnstMntZ,PrdTrnsMME,PrdTrnsMMM,PrdTrnsMMP,PrdTrnsMMZ,CvEm16plE.2,CvEm16plM.2,CvEm16plP.2,CvEm16plZ.2,AgFFHME,AgFFHMM,AgFFHMP,AgFFHMZ,ConstctnE,ConstctnM,ConstctnP,ConstctnZ,MnfctrngE,MnfctrngM,MnfctrngP,MnfctrngZ,WhlsaleE,WhlsaleM,WhlsaleP,WhlsaleZ,RetailE,RetailM,RetailP,RetailZ,TrWHUtE,TrWHUtM,TrWHUtP,TrWHUtZ,InfoE,InfoM,InfoP,InfoZ,FIREE,FIREM,FIREP,FIREZ,PrfSMgAWME,PrfSMgAWMM,PrfSMgAWMP,PrfSMgAWMZ,EdHlthCSAE,EdHlthCSAM,EdHlthCSAP,EdHlthCSAZ,ArtEnRAFSE,ArtEnRAFSM,ArtEnRAFSP,ArtEnRAFSZ,OthnotPAE,OthnotPAM,OthnotPAP,OthnotPAZ,PubAdminE,PubAdminM,PubAdminP,PubAdminZ,CvEm16plE.3,CvEm16plM.3,CvEm16plP.3,CvEm16plZ.3,PrvWSWrkrE,PrvWSWrkrM,PrvWSWrkrP,PrvWSWrkrZ,GvtWrkrE,GvtWrkrM,GvtWrkrP,GvtWrkrZ,SlfEmNIncE,SlfEmNIncM,SlfEmNIncP,SlfEmNIncZ,UpdFmWrkrE,UpdFmWrkrM,UpdFmWrkrP,UpdFmWrkrZ,num_rides
10,61,1,3801,12,"Washington Heights, Inwood & Marble Hill",180291,2890,180291,118753,2563,65.9,1.0,118592,2530,65.8,101521,2538,56.3,17071,1294,9.5,0.7,161,155,0.1,0.1,61538,2127,34.1,1.0,118592,2530,118592,(X),14.4,1.1,91738,1888,91738,55002,1674,60.0,1.4,55002,1674,60.0,1.4,47455,1677,51.7,1.5,13856,936,13856,(X),9303,823,67.1,4.4,22120,1266,22120,(X),16810,1245,76.0,3.2,97766,2456,97766,(X),8925,869,9.1,0.9,4440,556,4.5,0.6,64371,2034,65.8,1.4,12178,1280,12.5,1.2,2391,531,2.4,0.5,5461,578,5.6,0.6,39.7,1.0,101521,2538,101521,(X),32647,1397,32.2,1.2,31311,1792,30.8,1.5,21624,1376,21.3,1.3,4940,703,4.9,0.7,10999,1002,10.8,0.9,101521,2538,101521,(X),92,75,0.1,0.1,3210,736,3.2,0.7,4666,634,4.6,0.6,1714,427,1.7,0.4,12140,1203,12.0,1.1,4737,642,4.7,0.6,3626,535,3.6,0.5,7578,841,7.5,0.8,11001,1038,10.8,1.0,27179,1334,26.8,1.2,16542,1467,16.3,1.4,6770,877,6.7,0.8,2266,339,2.2,0.3,101521,2538,101521,(X),84234,2682,83.0,1.0,10493,812,10.3,0.8,6691,704,6.6,0.7,103,84,0.1,0.1,59709
11,61,1,3802,9,"Hamilton Heights, Manhattanville & West Harlem",111734,2751,111734,64963,2035,58.1,1.5,64927,2032,58.1,58662,1868,52.5,6265,742,5.6,0.6,36,42,0.0,0.1,46771,2176,41.9,1.5,64927,2032,64927,(X),9.6,1.1,60313,1910,60313,32770,1434,54.3,1.9,32770,1434,54.3,1.9,29654,1353,49.2,1.8,6752,862,6752,(X),4212,647,62.4,6.3,12788,1025,12788,(X),8383,912,65.6,4.3,57422,1902,57422,(X),3659,544,6.4,1.0,1060,293,1.8,0.5,40265,1836,70.1,1.8,7594,743,13.2,1.2,1267,309,2.2,0.5,3577,412,6.2,0.7,34.9,0.8,58662,1868,58662,(X),27714,1316,47.2,1.8,13194,1076,22.5,1.7,11849,1060,20.2,1.6,1948,430,3.3,0.7,3957,574,6.7,1.0,58662,1868,58662,(X),71,67,0.1,0.1,1468,323,2.5,0.6,1780,373,3.0,0.6,759,250,1.3,0.4,5193,660,8.9,1.1,1812,447,3.1,0.7,3058,476,5.2,0.8,4438,594,7.6,1.0,7374,899,12.6,1.4,19783,1164,33.7,1.9,7949,885,13.6,1.4,3399,533,5.8,0.9,1578,377,2.7,0.6,58662,1868,58662,(X),47960,1814,81.8,1.3,6395,657,10.9,1.1,4296,599,7.3,1.0,11,18,0.0,0.1,33089
12,61,1,3803,10,Central Harlem,105201,1865,105201,64709,1578,61.5,1.3,64658,1567,61.5,55748,1379,53.0,8910,815,8.5,0.7,51,49,0.0,0.1,40492,1666,38.5,1.3,64658,1567,64658,(X),13.8,1.1,57563,1549,57563,33753,1286,58.6,1.7,33753,1286,58.6,1.7,29128,1162,50.6,1.7,9974,942,9974,(X),6018,816,60.3,5.4,16091,1033,16091,(X),11322,839,70.4,3.9,54429,1358,54429,(X),4475,620,8.2,1.1,1145,261,2.1,0.5,39709,1232,73.0,1.6,4239,512,7.8,0.9,1538,365,2.8,0.7,3323,598,6.1,1.1,35.3,0.8,55748,1379,55748,(X),23409,1260,42.0,2.0,13293,863,23.8,1.5,13373,953,24.0,1.6,1482,325,2.7,0.6,4191,565,7.5,1.0,55748,1379,55748,(X),24,21,0.0,0.1,1141,255,2.0,0.4,1280,297,2.3,0.5,780,241,1.4,0.4,5689,715,10.2,1.2,3247,534,5.8,1.0,2402,323,4.3,0.6,4774,603,8.6,1.0,7363,637,13.2,1.1,15936,1001,28.6,1.7,6825,662,12.2,1.1,3182,459,5.7,0.8,3105,406,5.6,0.7,55748,1379,55748,(X),42123,1378,75.6,1.2,10072,703,18.1,1.3,3553,397,6.4,0.7,0,27,0.0,0.1,36642
13,61,1,3804,11,East Harlem,98151,2515,98151,54036,1884,55.1,1.4,54036,1884,55.1,47509,1898,48.4,6527,621,6.6,0.6,0,27,0.0,0.1,44115,1831,44.9,1.4,54036,1884,54036,(X),12.1,1.2,53939,1513,53939,27418,1166,50.8,1.8,27418,1166,50.8,1.8,24156,1207,44.8,1.9,8006,947,8006,(X),4731,683,59.1,6.5,16455,1127,16455,(X),10022,995,60.9,4.7,46578,1845,46578,(X),3037,376,6.5,0.8,633,180,1.4,0.4,33543,1610,72.0,1.6,6457,686,13.9,1.4,1385,330,3.0,0.7,1523,381,3.3,0.8,34.1,0.8,47509,1898,47509,(X),17914,998,37.7,1.8,12814,1216,27.0,2.1,11481,884,24.2,1.6,1846,393,3.9,0.8,3454,518,7.3,1.1,47509,1898,47509,(X),61,46,0.1,0.1,1358,299,2.9,0.6,1426,372,3.0,0.8,722,245,1.5,0.5,5649,731,11.9,1.4,1958,377,4.1,0.8,1316,270,2.8,0.6,4406,501,9.3,1.1,5829,700,12.3,1.4,14267,890,30.0,1.8,6320,1131,13.3,2.1,2562,384,5.4,0.8,1635,319,3.4,0.6,47509,1898,47509,(X),39847,1704,83.9,1.4,5745,612,12.1,1.2,1779,326,3.7,0.7,138,139,0.3,0.3,21398
14,61,1,3805,8,Upper East Side,190644,3394,190644,136684,3017,71.7,0.9,136641,3010,71.7,130118,2883,68.3,6523,899,3.4,0.5,43,56,0.0,0.1,53960,1940,28.3,0.9,136641,3010,136641,(X),4.8,0.6,109976,2522,109976,73378,2370,66.7,1.4,73378,2370,66.7,1.4,69912,2261,63.6,1.3,13797,1254,13797,(X),8034,945,58.2,5.3,17105,1234,17105,(X),10044,949,58.7,3.8,128398,2791,128398,(X),9313,821,7.3,0.6,2428,463,1.9,0.4,72279,2604,56.3,1.3,24808,1507,19.3,1.1,9571,861,7.5,0.7,9999,1016,7.8,0.8,30.4,0.6,130118,2883,130118,(X),91269,2651,70.1,1.3,6851,709,5.3,0.5,28826,1720,22.2,1.2,1357,383,1.0,0.3,1815,509,1.4,0.4,130118,2883,130118,(X),25,29,0.0,0.1,1613,363,1.2,0.3,3650,621,2.8,0.5,3700,530,2.8,0.4,7703,852,5.9,0.6,1492,388,1.1,0.3,8445,1141,6.5,0.9,29442,1654,22.6,1.2,29089,1847,22.4,1.3,29142,1606,22.4,1.0,8541,947,6.6,0.7,3638,579,2.8,0.4,3638,582,2.8,0.5,130118,2883,130118,(X),111957,2741,86.0,1.0,8099,788,6.2,0.6,9796,1072,7.5,0.8,266,138,0.2,0.1,1982
15,61,1,3806,7,Upper West Side & West Side,168498,3292,168498,118184,2665,70.1,1.1,118184,2665,70.1,110780,2583,65.7,7404,736,4.4,0.4,0,27,0.0,0.1,50314,2164,29.9,1.1,118184,2665,118184,(X),6.3,0.6,91988,2363,91988,59870,1968,65.1,1.4,59870,1968,65.1,1.4,56495,1917,61.4,1.4,13454,1135,13454,(X),8147,936,60.6,4.9,16147,1293,16147,(X),10555,1133,65.4,4.3,108018,2643,108018,(X),6338,915,5.9,0.8,1681,390,1.6,0.4,72559,2272,67.2,1.6,13000,1180,12.0,1.0,5406,571,5.0,0.5,9034,963,8.4,0.9,29.9,0.5,110780,2583,110780,(X),81352,2079,73.4,1.2,8102,957,7.3,0.8,18062,1164,16.3,1.0,1547,422,1.4,0.4,1717,468,1.5,0.4,110780,2583,110780,(X),158,126,0.1,0.1,1115,337,1.0,0.3,2885,425,2.6,0.4,1933,464,1.7,0.4,4963,556,4.5,0.5,1117,308,1.0,0.3,8908,1087,8.0,0.9,20492,1337,18.5,1.2,24316,1531,21.9,1.3,27352,1763,24.7,1.4,10435,1018,9.4,0.9,4323,669,3.9,0.6,2783,483,2.5,0.4,110780,2583,110780,(X),89493,2333,80.8,1.1,8874,994,8.0,0.9,12232,987,11.0,0.9,181,156,0.2,0.1,623534
16,61,1,3807,4 & 5,"Chelsea, Clinton & Midtown Business Distric",134866,2394,134866,102100,2353,75.7,1.0,102100,2353,75.7,95174,2376,70.6,6926,747,5.1,0.6,0,27,0.0,0.1,32766,1423,24.3,1.0,102100,2353,102100,(X),6.8,0.7,65357,1693,65357,45550,1664,69.7,1.6,45550,1664,69.7,1.6,41998,1585,64.3,1.7,6025,825,6025,(X),3810,593,63.2,7.9,6064,931,6064,(X),3983,596,65.7,11.2,94146,2404,94146,(X),4334,518,4.6,0.6,959,268,1.0,0.3,43842,1971,46.6,1.5,31335,1647,33.3,1.5,6697,818,7.1,0.9,6979,720,7.4,0.8,25.5,0.6,95174,2376,95174,(X),64286,2274,67.5,1.5,8445,877,8.9,0.9,19238,1054,20.2,1.1,937,253,1.0,0.3,2268,373,2.4,0.4,95174,2376,95174,(X),65,65,0.1,0.1,1493,372,1.6,0.4,3587,561,3.8,0.6,1990,373,2.1,0.4,7857,906,8.3,0.9,1463,323,1.5,0.3,7791,724,8.2,0.8,19553,1286,20.5,1.2,22621,1365,23.8,1.3,13766,1078,14.5,1.1,10200,1116,10.7,1.1,3037,490,3.2,0.5,1751,345,1.8,0.4,95174,2376,95174,(X),82255,2380,86.4,0.9,4921,535,5.2,0.6,7954,733,8.4,0.7,44,38,0.0,0.1,184006
17,61,1,3808,6,"Murray Hill, Gramercy & Stuyvesant Town",134292,2327,134292,98319,2425,73.2,1.2,98203,2431,73.1,92898,2383,69.2,5305,584,4.0,0.4,116,86,0.1,0.1,35973,1622,26.8,1.2,98203,2431,98203,(X),5.4,0.6,75075,1964,75075,51557,1799,68.7,1.6,51557,1799,68.7,1.6,48678,1748,64.8,1.7,5881,747,5881,(X),3935,657,66.9,7.3,5705,694,5705,(X),4024,627,70.5,7.0,91664,2420,91664,(X),4857,728,5.3,0.8,1505,440,1.6,0.5,41670,1932,45.5,1.6,31817,1767,34.7,1.7,5241,693,5.7,0.8,6574,819,7.2,0.9,26.2,0.6,92898,2383,92898,(X),64633,1965,69.6,1.6,6089,1066,6.6,1.1,20081,1348,21.6,1.3,645,308,0.7,0.3,1450,383,1.6,0.4,92898,2383,92898,(X),0,27,0.0,0.1,815,293,0.9,0.3,2737,545,2.9,0.6,2280,466,2.5,0.5,6168,808,6.6,0.8,1303,328,1.4,0.4,7319,732,7.9,0.8,20540,1436,22.1,1.3,22520,1328,24.2,1.5,15923,1118,17.1,1.2,6766,892,7.3,0.9,3485,661,3.8,0.7,3042,518,3.3,0.5,92898,2383,92898,(X),79675,2109,85.8,1.0,7034,719,7.6,0.7,5944,701,6.4,0.7,245,180,0.3,0.2,59136
18,61,1,3809,3,Chinatown & Lower East Side,145607,2603,145607,86993,2331,59.7,1.1,86915,2341,59.7,79389,2275,54.5,7526,730,5.2,0.5,78,91,0.1,0.1,58614,1886,40.3,1.1,86915,2341,86915,(X),8.7,0.8,75555,1794,75555,42280,1601,56.0,1.6,42235,1611,55.9,1.6,38961,1580,51.6,1.6,6368,711,6368,(X),4395,599,69.0,5.7,13277,1013,13277,(X),8852,820,66.7,4.8,78197,2250,78197,(X),4032,576,5.2,0.7,1397,325,1.8,0.4,43139,1877,55.2,1.9,20696,1318,26.5,1.6,4900,653,6.3,0.8,4033,639,5.2,0.8,30.4,0.7,79389,2275,79389,(X),39035,1864,49.2,1.8,15724,939,19.8,1.1,17763,1263,22.4,1.4,2132,392,2.7,0.5,4735,639,6.0,0.8,79389,2275,79389,(X),46,62,0.1,0.1,1874,427,2.4,0.5,3039,524,3.8,0.7,2210,425,2.8,0.5,7164,825,9.0,1.0,2371,446,3.0,0.6,5742,665,7.2,0.8,9702,957,12.2,1.1,14738,1100,18.6,1.2,15153,1181,19.1,1.4,11805,922,14.9,1.1,3643,569,4.6,0.7,1902,381,2.4,0.5,79389,2275,79389,(X),65147,2054,82.1,1.3,7083,665,8.9,0.8,7051,797,8.9,1.0,108,64,0.1,0.1,359755
19,61,1,3810,1 & 2,"Battery Park City, Greenwich Village & Soho",135804,2420,135804,102240,2146,75.3,0.8,102224,2146,75.3,97162,1990,71.5,5062,527,3.7,0.4,16,18,0.0,0.1,33564,1246,24.7,0.8,102224,2146,102224,(X),5.0,0.5,69451,1715,69451,48639,1600,70.0,1.4,48639,1600,70.0,1.4,46086,1487,66.4,1.4,8261,917,8261,(X),4869,667,58.9,6.3,8826,906,8826,(X),5603,713,63.5,5.3,95788,2042,95788,(X),4620,520,4.8,0.6,1140,265,1.2,0.3,52561,1642,54.9,1.3,24283,1403,25.4,1.3,6334,663,6.6,0.7,6850,740,7.2,0.7,24.8,0.5,97162,1990,97162,(X),69824,2005,71.9,1.2,4725,566,4.9,0.6,20456,1117,21.1,1.1,797,252,0.8,0.3,1360,290,1.4,0.3,97162,1990,97162,(X),100,73,0.1,0.1,1029,330,1.1,0.3,2625,396,2.7,0.4,2187,385,2.3,0.4,6495,625,6.7,0.6,944,259,1.0,0.3,7562,749,7.8,0.7,23548,1244,24.2,1.2,25214,1349,26.0,1.3,15808,1157,16.3,1.1,7446,797,7.7,0.8,2490,393,2.6,0.4,1714,323,1.8,0.3,97162,1990,97162,(X),83292,1783,85.7,0.9,5801,551,6.0,0.6,8037,772,8.3,0.7,32,33,0.0,0.1,301516
20,85,5,3901,3,"Tottenville, Great Kills & Annadale",134358,1771,134358,80907,1324,60.2,0.8,80894,1323,60.2,75101,1207,55.9,5793,514,4.3,0.4,13,23,0.0,0.1,53451,1491,39.8,0.8,80894,1323,80894,(X),7.2,0.6,69378,1055,69378,37733,884,54.4,1.2,37733,884,54.4,1.2,35138,848,50.6,1.2,10681,723,10681,(X),6367,636,59.6,4.2,24926,1056,24926,(X),14777,895,59.3,3.2,74072,1176,74072,(X),46865,1244,63.3,1.4,6560,743,8.9,1.0,17323,1069,23.4,1.4,1057,258,1.4,0.3,598,203,0.8,0.3,1669,338,2.3,0.5,43.8,0.9,75101,1207,75101,(X),31327,1226,41.7,1.5,11812,792,15.7,1.0,19513,887,26.0,1.0,6567,595,8.7,0.8,5882,551,7.8,0.7,75101,1207,75101,(X),26,30,0.0,0.1,5536,567,7.4,0.8,2100,339,2.8,0.5,1409,225,1.9,0.3,7447,629,9.9,0.8,4994,557,6.6,0.8,2346,379,3.1,0.5,8320,647,11.1,0.8,8356,749,11.1,1.0,21405,1087,28.5,1.3,4259,427,5.7,0.6,3256,524,4.3,0.7,5647,570,7.5,0.7,75101,1207,75101,(X),54731,1367,72.9,1.4,17620,1019,23.5,1.3,2659,394,3.5,0.5,91,67,0.1,0.1,168384
21,85,5,3902,2,New Springville & South Beach,107859,1763,107859,63674,1471,59.0,1.0,63405,1451,58.8,58926,1363,54.6,4479,440,4.2,0.4,269,108,0.2,0.1,44185,1332,41.0,1.0,63405,1451,63405,(X),7.1,0.7,57778,1082,57778,30180,914,52.2,1.4,30176,913,52.2,1.4,28166,898,48.7,1.4,8127,604,8127,(X),4923,544,60.6,5.2,18423,781,18423,(X),12458,813,67.6,3.2,58103,1339,58103,(X),32666,1190,56.2,1.6,5121,515,8.8,0.9,16545,911,28.5,1.5,1742,335,3.0,0.6,477,131,0.8,0.2,1552,309,2.7,0.5,40.3,0.9,58926,1363,58926,(X),23376,1121,39.7,1.6,10750,746,18.2,1.2,14909,781,25.3,1.2,5467,502,9.3,0.8,4424,474,7.5,0.8,58926,1363,58926,(X),19,30,0.0,0.1,4839,501,8.2,0.8,2134,345,3.6,0.6,1069,262,1.8,0.4,6061,577,10.3,1.0,3619,443,6.1,0.7,1362,280,2.3,0.5,6369,575,10.8,1.0,6219,534,10.6,0.9,17163,892,29.1,1.3,3517,423,6.0,0.7,2755,344,4.7,0.6,3800,397,6.4,0.7,58926,1363,58926,(X),43673,1290,74.1,1.2,12169,703,20.7,1.1,2993,428,5.1,0.7,91,69,0.2,0.1,27741
22,85,5,3903,1,"Port Richmond, Stapleton & Mariner's Harbor",135254,1807,135254,80125,1551,59.2,0.9,80063,1542,59.2,73172,1483,54.1,6891,614,5.1,0.5,62,45,0.0,0.1,55129,1492,40.8,0.9,80063,1542,80063,(X),8.6,0.7,70337,1134,70337,37461,967,53.3,1.2,37437,962,53.2,1.2,34373,896,48.9,1.2,14658,792,14658,(X),7819,805,53.3,4.8,27852,970,27852,(X),16788,855,60.3,2.7,72050,1464,72050,(X),35948,1291,49.9,1.5,5183,594,7.2,0.8,25860,1141,35.9,1.4,2786,378,3.9,0.5,704,181,1.0,0.3,1569,262,2.2,0.4,40.8,0.8,73172,1483,73172,(X),25754,1164,35.2,1.3,18413,795,25.2,1.0,15461,897,21.1,1.3,6572,677,9.0,0.9,6972,682,9.5,0.9,73172,1483,73172,(X),34,28,0.0,0.1,4924,546,6.7,0.7,2228,341,3.0,0.5,1132,244,1.5,0.3,6898,624,9.4,0.9,5177,551,7.1,0.7,1797,322,2.5,0.4,5766,548,7.9,0.7,7728,662,10.6,0.9,22265,957,30.4,1.2,5869,736,8.0,1.0,3583,395,4.9,0.5,5771,543,7.9,0.8,73172,1483,73172,(X),53728,1394,73.4,1.1,16041,843,21.9,1.1,3379,449,4.6,0.6,24,23,0.0,0.1,24426
23,47,3,4001,1,Greenpoint & Williamsburg,120446,2097,120446,83408,1748,69.2,0.9,83391,1740,69.2,77368,1648,64.2,6023,644,5.0,0.5,17,26,0.0,0.1,37038,1229,30.8,0.9,83391,1740,83391,(X),7.2,0.7,62069,1106,62069,39564,1117,63.7,1.4,39564,1117,63.7,1.4,36701,1083,59.1,1.3,13671,841,13671,(X),6568,709,48.0,4.2,17221,1116,17221,(X),8541,921,49.6,4.2,76317,1631,76317,(X),8002,642,10.5,0.8,1919,306,2.5,0.4,47940,1307,62.8,1.2,9984,628,13.1,0.8,3043,492,4.0,0.6,5429,596,7.1,0.8,32.9,0.5,77368,1648,77368,(X),39615,1149,51.2,1.4,11714,768,15.1,0.9,17771,967,23.0,1.1,3491,513,4.5,0.6,4777,523,6.2,0.6,77368,1648,77368,(X),131,92,0.2,0.1,3359,522,4.3,0.7,4010,455,5.2,0.6,2455,340,3.2,0.4,7481,728,9.7,0.9,1910,310,2.5,0.4,6863,579,8.9,0.7,5890,479,7.6,0.6,15013,1026,19.4,1.2,15139,706,19.6,0.9,9974,682,12.9,0.9,3569,386,4.6,0.5,1574,297,2.0,0.4,77368,1648,77368,(X),65134,1591,84.2,0.9,5628,546,7.3,0.7,6435,569,8.3,0.7,171,120,0.2,0.2,40393
24,47,3,4002,4,Bushwick,110156,2088,110156,73617,2019,66.8,1.2,73603,2018,66.8,63170,1838,57.3,10433,805,9.5,0.7,14,22,0.0,0.1,36539,1429,33.2,1.2,73603,2018,73603,(X),14.2,1.0,56770,1318,56770,34649,1334,61.0,1.7,34649,1334,61.0,1.7,29272,1136,51.6,1.5,10815,747,10815,(X),6709,596,62.0,3.7,18858,904,18858,(X),13471,953,71.4,3.3,62263,1818,62263,(X),6683,673,10.7,1.0,1432,337,2.3,0.5,43909,1510,70.5,1.4,5801,541,9.3,0.9,2445,365,3.9,0.6,1993,302,3.2,0.5,39.5,0.7,63170,1838,63170,(X),16510,733,26.1,1.1,18832,1138,29.8,1.4,13755,822,21.8,1.2,6006,704,9.5,1.1,8067,704,12.8,1.0,63170,1838,63170,(X),129,158,0.2,0.3,5254,545,8.3,0.8,3629,470,5.7,0.7,1563,277,2.5,0.4,8012,614,12.7,0.9,3710,407,5.9,0.6,2444,341,3.9,0.5,2946,275,4.7,0.4,7095,543,11.2,0.8,13394,807,21.2,1.2,9029,777,14.3,1.1,4159,503,6.6,0.8,1806,342,2.9,0.5,63170,1838,63170,(X),52178,1739,82.6,1.1,6867,577,10.9,0.9,4094,455,6.5,0.7,31,24,0.0,0.1,36616
25,47,3,4003,3,Bedford-Stuyvesant,104595,2281,104595,65544,1742,62.7,1.1,65461,1738,62.6,55629,1581,53.2,9832,782,9.4,0.7,83,75,0.1,0.1,39051,1487,37.3,1.1,65461,1738,65461,(X),15.0,1.1,57316,1455,57316,34055,1117,59.4,1.3,34055,1117,59.4,1.3,29333,1005,51.2,1.3,13250,987,13250,(X),7826,783,59.1,3.4,21264,1117,21264,(X),13782,1019,64.8,3.3,54379,1580,54379,(X),7921,727,14.6,1.3,1312,224,2.4,0.4,36293,1255,66.7,1.4,4638,534,8.5,0.9,2049,358,3.8,0.6,2166,333,4.0,0.6,40.7,0.7,55629,1581,55629,(X),19533,990,35.1,1.6,14440,902,26.0,1.3,14170,807,25.5,1.2,2862,390,5.1,0.7,4624,526,8.3,1.0,55629,1581,55629,(X),77,61,0.1,0.1,2072,318,3.7,0.6,1803,274,3.2,0.5,1254,262,2.3,0.5,6002,568,10.8,0.9,3828,457,6.9,0.8,2169,312,3.9,0.5,3887,416,7.0,0.8,6537,499,11.8,0.9,16605,965,29.8,1.5,5967,609,10.7,1.0,2687,357,4.8,0.6,2741,359,4.9,0.6,55629,1581,55629,(X),42538,1298,76.5,1.1,9950,691,17.9,1.1,3113,423,5.6,0.7,28,31,0.1,0.1,64180
26,47,3,4004,2,Brooklyn Heights & Fort Greene,109133,1834,109133,75585,1574,69.3,0.9,75574,1572,69.2,68480,1473,62.7,7094,537,6.5,0.5,11,18,0.0,0.1,33548,1215,30.7,0.9,75574,1572,75574,(X),9.4,0.7,57977,1275,57977,38334,1110,66.1,1.2,38334,1110,66.1,1.2,34691,1071,59.8,1.3,10041,663,10041,(X),6471,573,64.4,4.0,11039,711,11039,(X),7658,700,69.4,4.1,67109,1470,67109,(X),5456,550,8.1,0.8,1163,273,1.7,0.4,46235,1483,68.9,1.4,5817,630,8.7,0.9,2703,304,4.0,0.5,5735,561,8.5,0.8,35.2,0.6,68480,1473,68480,(X),42663,1139,62.3,1.5,8855,726,12.9,1.0,12899,902,18.8,1.2,1589,316,2.3,0.5,2474,378,3.6,0.5,68480,1473,68480,(X),108,63,0.2,0.1,1400,245,2.0,0.3,2159,296,3.2,0.4,868,209,1.3,0.3,5318,483,7.8,0.6,2011,317,2.9,0.5,5709,466,8.3,0.7,7567,571,11.0,0.8,15155,802,22.1,1.2,15682,822,22.9,1.1,6830,633,10.0,0.9,2934,375,4.3,0.5,2739,323,4.0,0.5,68480,1473,68480,(X),53597,1365,78.3,1.0,8793,590,12.8,0.8,6076,511,8.9,0.7,14,15,0.0,0.1,64478
27,47,3,4005,6,"Park Slope, Carroll Gardens & Red Hook",95267,1677,95267,73174,1475,76.8,1.1,73119,1475,76.8,68119,1408,71.5,5000,467,5.2,0.5,55,70,0.1,0.1,22093,1184,23.2,1.1,73119,1475,73119,(X),6.8,0.6,49989,1113,49989,36094,909,72.2,1.5,36094,909,72.2,1.5,33984,888,68.0,1.4,9465,668,9465,(X),6967,613,73.6,3.6,11327,753,11327,(X),8368,669,73.9,3.8,66955,1414,66955,(X),5573,438,8.3,0.7,1514,321,2.3,0.5,44832,1328,67.0,1.5,6265,596,9.4,0.9,2539,424,3.8,0.6,6232,632,9.3,0.9,37.5,0.5,68119,1408,68119,(X),46607,1105,68.4,1.4,6354,654,9.3,0.9,11681,780,17.1,1.0,1460,277,2.1,0.4,2017,320,3.0,0.5,68119,1408,68119,(X),38,33,0.1,0.1,1204,233,1.8,0.3,1904,288,2.8,0.4,1324,289,1.9,0.4,4798,458,7.0,0.7,1167,326,1.7,0.5,6801,562,10.0,0.8,7247,613,10.6,0.9,14846,775,21.8,1.1,16252,926,23.9,1.3,6917,659,10.2,0.9,3122,420,4.6,0.6,2499,346,3.7,0.5,68119,1408,68119,(X),51887,1295,76.2,1.1,8807,639,12.9,0.9,7393,576,10.9,0.8,32,23,0.0,0.1,125564
